时间	开盘	最高	最低	收盘	涨幅	振幅	总手	金额
2014-11-28 	136.23	139.49	134.21	137.3	0.79 	3.88 	2,091,696	286,887,950
2014-12-01 	137.38	139.59	134	136.14	-0.84 	4.07 	1,955,459	266,915,300
2014-12-02 	135.96	139.98	134.2	137.3	0.85 	4.25 	3,042,424	419,135,830
2014-12-03 	135.77	136.5	125.6	132.21	-3.71 	7.94 	3,532,595	460,696,470
2014-12-04 	130.68	134.5	130	132.91	0.53 	3.40 	2,455,374	325,302,000
2014-12-05 	131.5	138	126.02	134.65	1.31 	9.01 	3,060,359	404,964,880
2014-12-08 	134.6	136.98	128.78	129.1	-4.12 	6.09 	2,258,247	298,628,420
2014-12-09 	125.9	128.8	116.19	116.19	-10.00 	9.77 	2,702,231	333,173,800
2014-12-10 	116.48	121.38	115.02	119.35	2.72 	5.47 	1,760,291	208,818,550
2014-12-11 	118.99	121	117.06	120.33	0.82 	3.30 	1,189,979	142,011,030
2014-12-12 	119.61	120.88	118.56	120.83	0.42 	1.93 	982,542	117,722,098
2014-12-15 	121	132.91	120.8	132.91	10.00 	10.02 	2,539,425	328,888,370
2014-12-16 	133.99	135.49	128.53	135.2	1.72 	5.24 	2,849,867	377,989,520
2014-12-17 	133	138	131.18	133.12	-1.54 	5.04 	1,995,162	268,910,730
2014-12-18 	131.5	134.49	126.8	126.8	-4.75 	5.78 	1,910,871	249,476,120
2014-12-19 	125.01	125.55	118	120	-5.36 	5.95 	1,674,900	202,150,460
2014-12-22 	117	119	108	108	-10.00 	9.17 	1,618,788	180,637,430
2014-12-23 	103	110.82	102.99	104.1	-3.61 	7.25 	1,854,267	196,512,380
2014-12-24 	105.5	109.66	103.82	108.45	4.18 	5.61 	1,761,841	188,755,770
2014-12-25 	107.1	110	105.35	108.19	-0.24 	4.29 	1,227,630	132,054,337
2014-12-26 	109	110	107.5	108.3	0.10 	2.31 	866,821	94,026,545
2014-12-29 	107.7	107.7	102.07	103.41	-4.52 	5.20 	1,180,238	122,308,359
2014-12-30 	103	103.95	98.02	99.32	-3.96 	5.73 	1,172,245	116,957,195
2014-12-31 	99.5	105.38	99.32	103.98	4.69 	6.10 	1,242,475	127,670,156
2015-01-05 	103.8	103.8	93.7	100.09	-3.74 	9.71 	1,243,862	122,461,875
2015-01-06 	98.98	108	97.8	106.8	6.70 	10.19 	1,897,527	197,805,300
2015-01-07 	105.8	106.7	102.5	103.78	-2.83 	3.93 	1,106,702	115,027,812
2015-01-08 	103.5	106.5	102	103.7	-0.08 	4.34 	1,200,428	125,724,493
2015-01-09 	102.03	106.98	101.7	103.71	0.01 	5.09 	1,210,131	127,124,798
2015-01-12 	102.8	108	101.02	107.68	3.83 	6.73 	1,332,095	139,832,440
2015-01-13 	111.1	115.15	108.5	108.85	1.09 	6.18 	1,903,878	211,967,680
2015-01-14 	107.3	109	103.68	104.99	-3.55 	4.89 	1,328,605	140,029,420
2015-01-15 	104.19	106.43	102.85	103.51	-1.41 	3.41 	884,773	92,136,082
2015-01-16 	103	111	102.66	109.5	5.79 	8.06 	1,690,327	181,996,580
2015-01-19 	106	120.45	105.33	117.92	7.69 	13.81 	3,623,169	422,738,330
2015-01-20 	120	123.48	116	122.95	4.27 	6.34 	2,896,376	347,972,430
2015-01-21 	122.7	124.5	119.5	120.78	-1.76 	4.07 	1,934,516	235,319,780
2015-01-22 	121.3	132.86	121.3	132.86	10.00 	9.57 	3,054,565	394,375,070
2015-01-23 	131.96	135.8	126.5	129.3	-2.68 	7.00 	2,417,828	315,357,420
2015-01-26 	128.88	142.15	128.88	138.31	6.97 	10.26 	2,817,888	387,956,690
2015-01-27 	137	142.5	134.06	142.41	2.96 	6.10 	1,891,002	259,600,060
2015-01-28 	140.2	143	136.3	136.6	-4.08 	4.70 	1,364,577	190,042,680
2015-01-29 	133	136.85	132	132.8	-2.78 	3.55 	966,924	129,249,568
2015-01-30 	132.51	135.79	125.31	126.53	-4.72 	7.89 	1,157,745	149,872,210
2015-02-02 	123.5	134.96	122.3	134.1	5.98 	10.01 	1,445,726	188,806,790
2015-02-03 	133.29	140	131.3	132	-1.57 	6.49 	1,725,011	234,661,790
2015-02-04 	130	136.47	129.18	130.6	-1.06 	5.52 	1,583,372	207,863,060
2015-02-05 	130.67	136	128.01	131.18	0.44 	6.12 	1,247,836	164,646,290
2015-02-06 	130.02	131.58	119.56	121.5	-7.38 	9.16 	1,740,398	216,164,060
2015-02-09 	121.5	124.4	118.45	118.62	-2.37 	4.90 	816,899	98,622,156
2015-02-10 	118.6	120.7	116.7	119.99	1.15 	3.37 	658,402	78,147,245
2015-02-11 	119.99	129.88	119	128.11	6.77 	9.07 	1,324,348	166,661,600
2015-02-12 	128.88	137.59	128.78	133.3	4.05 	6.88 	1,688,596	225,157,260
2015-02-13 	133.34	146.63	131.14	146.63	10.00 	11.62 	3,046,087	431,468,440
2015-02-16 	146.6	150.5	143.41	146.95	0.22 	4.84 	2,166,709	317,443,170
2015-02-17 	146.5	150.59	141.51	141.76	-3.53 	6.18 	2,000,784	289,161,570
2015-02-25 	141.1	142.99	132.8	133	-6.18 	7.19 	1,405,904	192,517,610
2015-02-26 	132.9	138.21	132.5	136.81	2.86 	4.29 	1,011,283	137,214,200
2015-02-27 	135.2	139.38	134.8	136.11	-0.51 	3.35 	882,075	121,065,073
2015-03-02 	135.28	137.98	133	137.67	1.15 	3.66 	1,118,069	151,580,750
2015-03-03 	137.43	137.43	133.58	133.58	-2.97 	2.80 	916,131	123,525,941
2015-03-04 	134.3	140.58	134	137.97	3.29 	4.93 	1,076,378	148,343,950
2015-03-05 	138	139.85	131.88	134	-2.88 	5.78 	1,395,705	187,894,680
2015-03-06 	132.85	134.43	129.19	129.48	-3.37 	3.91 	927,970	122,188,055
2015-03-09 	129.52	131.98	126.81	131	1.17 	3.99 	660,265	85,858,456
2015-03-10 	130.8	136	130.8	133.5	1.91 	3.97 	910,635	122,252,491
2015-03-11 	133.3	133.98	129.57	130.07	-2.57 	3.30 	749,559	97,927,215
2015-03-12 	131.19	132.98	128	129	-0.82 	3.83 	821,612	106,705,503
2015-03-13 	129.4	136.54	129.4	134.89	4.57 	5.53 	1,180,185	157,700,800
2015-03-16 	136.15	141.69	136.15	139.28	3.25 	4.11 	1,570,109	218,990,120
2015-03-17 	140.49	142.5	137.7	139.18	-0.07 	3.45 	1,168,466	162,787,930
2015-03-18 	138	150.58	137.08	148.5	6.70 	9.70 	2,453,429	352,694,140
2015-03-19 	146.5	146.5	143	145.3	-2.15 	2.36 	1,494,712	216,326,930
2015-03-20 	145.07	150	142.81	146.92	1.11 	4.95 	1,750,817	257,082,910
2015-03-23 	147	161.5	146.55	158.7	8.02 	10.18 	2,437,107	377,872,320
2015-03-24 	158.7	174.57	154	174.57	10.00 	12.96 	3,226,644	530,126,580
2015-03-25 	175	184.98	172.01	177	1.39 	7.43 	2,750,050	491,755,660
2015-03-26 	170	189.77	160.11	184.8	4.41 	16.76 	3,769,126	653,505,390
2015-03-27 	169	173.8	166.32	166.32	-10.00 	4.05 	2,859,224	482,304,010
2015-03-30 	166.32	167.65	149.69	151.58	-8.86 	10.80 	3,001,705	468,432,850
2015-03-31 	152.5	159.68	150.03	155.09	2.32 	6.37 	1,873,637	292,510,370
2015-04-01 	155.18	161.69	153.7	159	2.52 	5.15 	1,244,021	197,116,020
2015-04-02 	162.88	174.9	162.88	173.25	8.96 	7.56 	2,922,867	499,347,220
2015-04-03 	171.36	180.18	169	179.5	3.61 	6.45 	1,819,172	316,054,080
2015-04-07 	177.88	197.28	177.8	188.7	5.13 	10.85 	1,868,462	349,026,480
2015-04-08 	189.01	190	174	180	-4.61 	8.48 	1,447,301	261,720,880
2015-04-09 	181.5	181.68	163.1	175.01	-2.77 	10.32 	1,897,252	326,834,230
2015-04-10 	170	182.5	169	182.01	4.00 	7.71 	1,138,631	203,529,090
2015-04-13 	181.93	197.59	170	188.3	3.46 	15.16 	1,651,250	303,494,190
2015-04-14 	188.3	206.49	185.31	201.35	6.93 	11.25 	1,667,283	330,805,070
2015-04-15 	202.99	202.99	186.39	187	-7.13 	8.24 	984,183	191,300,300
2015-04-16 	183	198.39	176.2	185.69	-0.70 	11.87 	924,667	175,639,610
2015-04-17 	184.88	189.55	177.69	178.88	-3.67 	6.39 	912,518	165,329,080
2015-04-20 	178	179.99	168.88	170.6	-4.63 	6.21 	828,761	144,098,860
2015-04-21 	169	187.48	167.11	187	9.61 	11.94 	1,283,265	231,260,710
2015-04-22 	187.98	197.85	185.5	190.98	2.13 	6.60 	1,244,597	237,867,750
2015-04-23 	191	203	190.5	199	4.20 	6.55 	1,183,898	232,770,060
2015-04-24 	195.99	218.9	192	218.9	10.00 	13.52 	2,001,374	419,039,780
2015-04-27 	115	120.29	109.36	111.25	-49.18 	4.99 	5,201,563	606,211,260
2015-04-28 	114	122.38	112.01	122.38	10.00 	9.32 	5,332,389	630,306,960
2015-04-29 	120	134.62	118	134.62	10.00 	13.58 	1,893,036	244,541,460
2015-04-30 	147	148.08	143	148.08	10.00 	3.77 	1,180,701	174,307,610
2015-05-04 	156	158	133.27	147.98	-0.07 	16.70 	5,324,111	767,621,480
2015-05-05 	143	147.98	134.66	140.66	-4.95 	9.00 	3,291,386	460,241,810
2015-05-06 	138.5	150.7	137.5	138	-1.89 	9.38 	3,752,983	543,595,270
2015-05-07 	134.9	138	126.4	131.05	-5.04 	8.41 	3,113,863	411,767,130
2015-05-08 	134.98	144.16	134.08	144.16	10.00 	7.69 	2,041,788	290,604,620
2015-05-11 	156	158.5	149.44	153	6.13 	6.28 	4,250,868	654,681,340
2015-05-12 	151.5	168.3	151.4	168.3	10.00 	11.05 	3,158,512	519,937,870
2015-05-13 	165.8	184.84	155	184.5	9.63 	17.73 	3,340,776	581,306,450
2015-05-14 	181.5	198	168.85	170.5	-7.59 	15.80 	2,474,923	439,707,580
2015-05-15 	165.5	178.56	161	173	1.47 	10.30 	1,694,258	289,657,430
2015-05-18 	172.77	180	170.05	174.31	0.76 	5.75 	1,742,686	306,142,240
2015-05-19 	170.22	173.99	156.88	163	-6.49 	9.82 	3,427,554	551,565,710
2015-05-20 	160.71	168.66	155.9	164.77	1.09 	7.83 	3,566,584	576,990,260
2015-05-21 	162.02	164.59	155	156.98	-4.73 	5.82 	3,491,705	556,185,240
2015-05-22 	158.01	172	158.01	167.02	6.40 	8.91 	4,093,291	676,914,610
2015-05-25 	159.99	160.99	150.38	155.99	-6.60 	6.35 	2,828,184	438,476,690
2015-05-26 	156.46	165.1	156.4	164.2	5.26 	5.58 	2,484,441	404,485,150
2015-05-27 	168.55	175	161.15	164.8	0.37 	8.43 	3,023,137	501,699,460
2015-05-28 	166.05	181.28	166.05	175	6.19 	9.24 	5,758,244	1,013,770,140
2015-05-29 	175	192.16	174	192.11	9.78 	10.38 	4,175,560	772,779,180
2015-06-01 	190	207.5	184.14	195.1	1.56 	12.16 	2,624,784	513,705,520
2015-06-02 	194	206	183.5	200	2.51 	11.53 	2,186,678	418,065,740
2015-06-03 	196.46	220	194.89	213.97	6.99 	12.56 	2,808,966	597,141,480
2015-06-04 	214.2	218.27	192.57	200.01	-6.52 	12.01 	2,012,286	404,755,630
2015-06-05 	200.27	208.27	184	186	-7.00 	12.13 	1,657,089	319,369,580
2015-06-08 	187	193.68	168.5	188.51	1.35 	13.54 	2,002,952	367,029,080
2015-06-09 	186	199.88	180.5	180.9	-4.04 	10.28 	1,365,699	259,499,740
2015-06-10 	175	192	174.5	189.49	4.75 	9.67 	1,270,447	237,595,030
2015-06-11 	188.35	191.95	180	182.25	-3.82 	6.31 	1,110,596	204,265,090
2015-06-12 	182.3	188.99	181.5	186.01	2.06 	4.11 	1,444,928	268,088,000
2015-06-15 	185	190	178.81	183	-1.62 	6.02 	997,334	184,035,100
2015-06-16 	183	193	178	185.4	1.31 	8.20 	1,363,244	253,424,370
2015-06-17 	185.27	203	182.66	202	8.95 	10.97 	1,990,310	390,539,570
2015-06-18 	197	216.5	181.8	183.8	-9.01 	17.18 	2,020,820	405,547,990
2015-06-19 	183.9	183.9	166.2	168.38	-8.39 	9.63 	1,724,486	300,916,250
2015-06-23 	162.5	182	152	181.4	7.73 	17.82 	1,446,280	243,317,190
2015-06-24 	179.78	190.8	179.78	183.45	1.13 	6.07 	954,590	175,361,570
2015-06-25 	183.74	184.98	165.11	165.11	-10.00 	10.83 	1,500,593	254,819,270
2015-06-26 	157	157	148.6	148.6	-10.00 	5.09 	862,821	128,591,185
2015-06-29 	139.1	139.1	133.74	133.74	-10.00 	3.61 	1,177,573	158,041,780
2015-07-14 	147.11	147.11	140	147.11	10.00 	5.32 	5,079,543	741,445,600
2015-07-15 	143	143	132.4	132.4	-10.00 	7.21 	1,111,543	151,106,600
2015-07-16 	119.16	126.5	119.16	119.16	-10.00 	5.54 	4,565,110	552,196,170
2015-07-17 	119	127.54	111.23	124.9	4.82 	13.69 	5,956,322	705,644,070
2015-07-20 	123.9	137.35	121	131.59	5.36 	13.09 	3,913,134	506,925,180
2015-07-21 	130.7	141.59	127	137	4.11 	11.09 	2,980,214	405,390,200
2015-07-22 	138	142.78	131.25	136.55	-0.33 	8.42 	2,679,960	366,783,100
2015-07-23 	137	149	134.77	145.94	6.88 	10.42 	3,085,233	436,640,780
2015-07-24 	144	150	143	143.31	-1.80 	4.80 	2,760,288	402,109,640
2015-07-27 	136	145.3	128.98	128.98	-10.00 	11.39 	2,591,400	355,302,170
2015-07-28 	118	127.89	116.08	117	-9.29 	9.16 	3,349,875	396,190,440
2015-07-29 	120.79	123	108.11	122.6	4.79 	12.73 	2,743,766	316,594,010
2015-07-30 	120	121.98	110.88	111.4	-9.14 	9.05 	2,013,613	236,938,730
2015-07-31 	105.21	108.88	100.26	100.3	-9.96 	7.74 	2,590,078	270,635,700
2015-08-03 	96.88	97.8	90.27	90.27	-10.00 	7.51 	1,813,595	166,943,980
2015-08-04 	89.11	99.3	89.11	99.3	10.00 	11.29 	2,908,159	274,603,590
2015-08-05 	101.99	105.8	99.01	100	0.70 	6.84 	2,197,301	224,742,210
2015-08-06 	95	98.95	93.19	94.98	-5.02 	5.76 	1,228,130	118,068,048
2015-08-07 	95.99	103.2	95.36	100.86	6.19 	8.25 	1,764,457	177,401,360
2015-08-10 	101	110.95	100.58	110.95	10.00 	10.28 	2,487,707	266,069,680
2015-08-11 	111.2	119.78	111.2	118	6.35 	7.73 	2,728,906	318,457,290
2015-08-12 	115.2	116.97	109.31	110	-6.78 	6.49 	2,020,831	228,656,690
2015-08-13 	108	115	108	114.88	4.44 	6.36 	1,471,985	166,282,750
2015-08-14 	116	117.37	113	113.31	-1.37 	3.80 	1,303,858	149,929,190
2015-08-17 	113.87	113.89	106	107.5	-5.13 	6.96 	1,125,124	121,993,007
2015-08-18 	107.49	108.83	96.75	96.75	-10.00 	11.24 	1,806,268	186,671,430
2015-08-19 	96.39	102	90.9	99.47	2.81 	11.47 	1,381,766	133,882,476
2015-08-20 	97.45	104.76	94.5	97	-2.48 	10.31 	1,652,029	165,031,190
2015-08-21 	93.8	96.79	91	91.03	-6.15 	5.97 	1,193,771	111,815,966
2015-08-24 	83.55	86	81.93	81.93	-10.00 	4.47 	877,051	72,404,787
2015-08-25 	73.74	78.1	73.74	73.74	-10.00 	5.32 	1,847,353	138,364,550
2015-08-26 	76	78	67.61	68.18	-7.54 	14.09 	2,656,235	194,085,170
2015-08-27 	70.9	74.64	66.2	74.22	8.86 	12.38 	2,785,091	197,686,560
2015-08-28 	75.39	79.8	72.3	78.94	6.36 	10.11 	3,020,105	227,284,390
2015-08-31 	77	77.5	71.05	71.05	-9.99 	8.17 	2,681,405	198,220,090
2015-09-01 	69.4	69.4	63.95	63.95	-9.99 	7.67 	1,634,302	107,417,441
2015-09-02 	59	68.2	58.32	60.98	-4.64 	15.45 	1,901,674	119,713,149
2015-09-07 	64	67.08	63	63.81	4.64 	6.69 	2,809,363	183,271,600
2015-09-08 	64	69.8	61.48	69.5	8.92 	13.04 	2,550,074	164,271,980
2015-09-09 	68.9	75	68.9	73.5	5.76 	8.78 	2,873,864	208,787,590
2015-09-10 	71	75.9	70.01	73.98	0.65 	8.01 	2,208,916	162,314,950
2015-09-11 	73.49	77.5	73	76.5	3.41 	6.08 	2,166,708	163,866,200
2015-09-14 	76.48	76.48	68.85	68.85	-10.00 	9.97 	1,785,628	128,970,838
2015-09-15 	64.2	68.49	62.45	62.98	-8.53 	8.77 	2,232,149	144,363,380
2015-09-16 	63.58	69.28	63.11	69.28	10.00 	9.80 	1,748,821	116,531,840
2015-09-17 	73.61	76.21	71.28	73.88	6.64 	7.12 	3,513,909	260,321,620
2015-09-18 	75.2	79.4	75.01	78.9	6.79 	5.94 	2,649,027	205,208,560
2015-09-21 	77.8	86.79	77	86.79	10.00 	12.41 	2,041,058	170,145,140
2015-09-22 	91.52	95.47	91.01	92.42	6.49 	5.14 	5,273,783	494,398,310
2015-09-23 	90.5	101.66	90.23	101.66	10.00 	12.37 	5,250,843	503,694,360
2015-09-24 	35.9	36.3	32.2	34.22	-66.34 	4.03 	17,489,264	603,586,460
2015-09-25 	33.2	34	30.8	31	-9.41 	9.35 	12,006,423	385,565,630
2015-09-28 	30.38	33.37	30.38	33.15	6.94 	9.65 	8,952,844	289,790,670
2015-09-29 	32	32.86	30.82	31.38	-5.34 	6.15 	7,569,423	239,815,960
2015-09-30 	31.87	33.37	30.86	32.2	2.61 	8.00 	6,026,385	193,355,710
2015-10-08 	34	35.28	33	34.7	7.76 	7.08 	8,906,683	305,302,540
2015-10-09 	34.4	35.17	34.18	34.49	-0.61 	2.85 	6,042,916	209,419,710
2015-10-12 	34.5	37.8	34.5	37.04	7.39 	9.57 	9,373,705	343,681,270
2015-10-13 	36.71	37.4	35.8	37.11	0.19 	4.32 	7,343,519	269,616,330
2015-10-14 	37	37.3	35.81	36.4	-1.91 	4.02 	7,014,786	256,327,120
2015-10-15 	36.4	38.35	36	37.76	3.74 	6.46 	7,393,405	276,627,770
2015-10-16 	38.06	40.98	38.05	40.52	7.31 	7.76 	10,826,406	427,171,580
2015-10-19 	41	41.33	38.86	39.3	-3.01 	6.10 	8,620,352	340,648,950
2015-10-20 	39.31	42.4	39.3	41.82	6.41 	7.89 	10,243,134	416,729,850
2015-10-21 	41.68	43.85	37.72	37.8	-9.61 	14.66 	12,085,344	492,247,560
2015-10-22 	38.68	41	37.9	40.13	6.16 	8.20 	10,432,864	412,562,340
2015-10-23 	40.5	41.99	40.2	41.36	3.07 	4.46 	8,862,535	366,708,550
2015-10-26 	42.3	42.3	39.5	40.2	-2.80 	6.77 	7,978,191	324,007,890
2015-10-27 	39.8	39.98	37.1	39.78	-1.04 	7.16 	10,705,957	413,419,900
2015-10-28 	39	39.2	37.5	37.8	-4.98 	4.27 	7,883,342	302,824,890
2015-10-29 	38.5	38.88	36.95	38	0.53 	5.11 	6,906,127	260,881,180
2015-10-30 	37.9	38.3	36.68	37.2	-2.11 	4.26 	5,842,427	219,143,250
2015-11-02 	36	37.5	35.51	35.73	-3.95 	5.35 	7,558,417	274,587,140
2015-11-03 	36.21	36.98	36	36.52	2.21 	2.74 	6,340,136	231,608,060
2015-11-04 	37	39.42	36.99	39.11	7.09 	6.65 	9,594,539	369,124,830
2015-11-05 	39.5	41	38.3	39.27	0.41 	6.90 	10,091,553	399,739,530
2015-11-06 	39.27	40.73	38.65	40.13	2.19 	5.30 	12,099,706	480,817,980
2015-11-09 	39.59	44.14	39.2	44.14	9.99 	12.31 	16,179,574	682,189,340
2015-11-10 	44	47.01	43.45	46.5	5.35 	8.07 	16,224,716	730,532,880
2015-11-11 	46.5	49.97	45.11	49	5.38 	10.45 	14,552,453	693,553,260
2015-11-12 	49.5	49.5	46.3	47.4	-3.27 	6.53 	14,022,903	665,997,530
2015-11-13 	46.21	46.6	42.9	43.79	-7.62 	7.81 	11,407,522	509,673,950
2015-11-16 	42.51	45.79	42.11	45.7	4.36 	8.40 	9,546,047	426,252,920
2015-11-17 	46.39	47.8	43.98	44.18	-3.33 	8.36 	8,990,673	411,513,950
2015-11-18 	44.18	44.99	42.4	42.45	-3.92 	5.86 	6,759,578	294,626,580
2015-11-19 	42.85	46.7	42.8	46.7	10.01 	9.19 	10,676,928	478,338,540
2015-11-20 	46.98	50	46.96	48.46	3.77 	6.51 	15,052,466	731,973,680
2015-11-23 	48	48	45.28	45.59	-5.92 	5.61 	11,803,641	547,958,520
2015-11-24 	44.6	46.59	44.52	46.5	2.00 	4.54 	8,035,778	368,443,070
2015-11-25 	46.1	48.39	46.1	47.64	2.45 	4.92 	10,003,314	476,907,920
2015-11-26 	47.8	48.28	45.31	45.92	-3.61 	6.23 	14,564,402	673,195,490
2015-11-27 	45.59	45.81	41.33	41.33	-10.00 	9.76 	20,089,494	853,649,440
2015-11-30 	40.5	40.98	37.57	40.42	-2.20 	8.25 	16,115,808	634,144,510
2015-12-01 	39.9	40.34	39	39.58	-2.08 	3.32 	7,740,473	306,856,260
2015-12-02 	39.82	40	36.88	39.4	-0.45 	7.88 	5,840,333	226,860,020
2015-12-03 	39.52	41.42	39.52	41.32	4.87 	4.82 	7,043,459	286,892,460
2015-12-04 	41.35	41.99	40.12	40.6	-1.74 	4.53 	7,213,102	296,515,460
2015-12-07 	41.2	41.55	40.16	40.81	0.52 	3.42 	7,061,954	289,311,140
2015-12-08 	40.58	40.58	38.7	39.13	-4.12 	4.61 	7,026,753	276,907,520
2015-12-09 	38.85	41.41	38.4	39.97	2.15 	7.69 	8,469,637	338,951,220
2015-12-10 	39.68	41.96	39.68	40.86	2.23 	5.70 	10,228,577	420,214,950
2015-12-11 	40.29	41.6	40.06	40.33	-1.30 	3.77 	6,468,149	263,702,530
2015-12-14 	39.68	40.9	38.5	40.88	1.36 	5.95 	7,479,428	295,011,620
2015-12-15 	41.36	44.97	41.1	44.97	10.00 	9.47 	7,422,120	325,082,780
2015-12-16 	46	47.92	43.88	44	-2.16 	8.98 	21,032,925	969,948,590
2015-12-17 	44.2	45.8	44	45.35	3.07 	4.09 	14,474,049	650,367,960
2015-12-18 	45.89	45.89	43.75	43.96	-3.07 	4.72 	9,921,816	441,023,840
2015-12-21 	43.06	44.63	42.5	44.08	0.27 	4.85 	8,436,646	365,723,310
2015-12-22 	43.98	44.36	43.01	43.62	-1.04 	3.06 	5,920,639	258,428,290
2015-12-23 	43.8	44.13	42	42.38	-2.84 	4.88 	6,785,619	292,793,750
2015-12-24 	41.99	42.16	40.05	41.78	-1.42 	4.98 	5,703,232	234,869,910
2015-12-25 	41.93	42.64	41.62	42.22	1.05 	2.44 	4,359,643	183,392,520
2015-12-28 	43.01	43.29	41	41.01	-2.87 	5.42 	6,904,898	292,305,430
2015-12-29 	40.49	41.26	39.7	40.6	-1.00 	3.80 	5,860,382	235,664,370
2015-12-30 	40.6	41.93	40.55	41.82	3.00 	3.40 	5,263,918	217,260,450
2015-12-31 	41.7	42.14	40.01	40.02	-4.30 	5.09 	5,166,373	210,563,940
2016-01-04 	39.5	39.81	36.02	36.02	-10.00 	9.47 	6,748,004	252,701,270
